ADC09QJ1300-Q1	Automotive quad-channel, 9-bit, 1.3-GSPS analog-to-digital converter (ADC) with JESD204C interface	FCCSP	144
ADC09QJ800	Quad-channel, 9-bit, 800-MSPS analog-to-digital converter (ADC) with JESD204C interface	FCCSP	144
ADC09QJ800-Q1	Automotive quad-channel, 9-bit, 800-MSPS analog-to-digital converter (ADC) with JESD204C interface	FCCSP	144
ADC09SJ1300	Single-channel, 9-bit, 1.3-GSPS analog-to-digital converter (ADC) with JESD204C interface	FCCSP	144
ADC09SJ1300-Q1	Automotive single-channel, 9-bit, 1.3-GSPS analog-to-digital converter (ADC) with JESD204C interface	FCCSP	144
ADC09SJ800	Single-channel, 9-bit, 800-MSPS analog-to-digital converter (ADC) with JESD204C interface	FCCSP	144
ADC09SJ800-Q1	Automotive single-channel, 9-bit, 800-MSPS analog-to-digital converter (ADC) with JESD204C interface	FCCSP	144
ADC10040	10-Bit, 40-MSPS Analog-to-Digital Converter (ADC)	TSSOP	28
ADC10040-Q1	10-Bit, 40-MSPS Analog-to-Digital Converter (ADC) - Qualified for Automotive Applications	TSSOP	28
ADC10065	10-Bit, 65-MSPS Analog-to-Digital Converter (ADC)	TSSOP	28
ADC10080	10-Bit, 80-MSPS Analog-to-Digital Converter (ADC)	TSSOP	28
ADC101C021	10-Bit, 189kSPS, 1-Ch SAR ADC with I2C and Alert Pin	SOT-23-THN,VSSOP	6,8
ADC101C027	10-Bit, 189kSPS, 1-Ch SAR ADC with I2C	SOT-23-THN	6
ADC101S021	10-Bit, 200kSPS, 1-Ch SAR ADC with SPI	SOT-23,WSON	6
ADC101S051	10-Bit, 500kSPS, 1-Ch SAR ADC with SPI	SOT-23	6
ADC101S051-Q1	Automotive 10-bit 500-kSPS 1-channel SAR ADC with SPI	SOT-23	6
ADC101S101	10-Bit, 1MSPS, 1-Ch SAR ADC with SPI	SOT-23,WSON	6
ADC102S021	2 Channel, 50 ksps to 200 ksps, 10-Bit A/D Converter	VSSOP	8
ADC102S051	2 Channel, 200 ksps to 500 ksps, 10-Bit A/D Converter	VSSOP	8
ADC102S101	2 Channel, 500 ksps to 1 Msps, 10-Bit A/D Converter	VSSOP	8
ADC10321	10-Bit, 20-MSPS Analog-to-Digital Converter (ADC)	LQFP	32
ADC104S021	10-Bit, 200-kSPS, 4-Ch SAR ADC with single-ended inputs and serial interface	VSSOP	10
ADC104S021Q-Q1	Automotive, 4-channel, 50 ksps to 200 ksps, 10-bit A/D converter	VSSOP	10
ADC104S051	4 Channel 200 ksps to 500 ksps, 10-Bit A/D Converter	VSSOP	10
ADC104S101	4 Channel 500 ksps to 1 Msps, 10-Bit A/D Converter	VSSOP	10
ADC10738	10-Bit Plus Sign Serial I/O A/D Converters with Mux, Sample/Hold and Reference	SOIC	24
ADC108S022	8-Channel, 50 ksps to 200 ksps, 10-Bit A/D Converter	TSSOP	16
ADC108S052	8-Channel, 200 ksps to 500 ksps, 10-Bit A/D Converter	TSSOP	16
ADC108S102	8-Channel, 500 kSPS to 1 MSPS, 10-Bit A/D Converter	TSSOP	16
ADC10D020	Dual-Channel, 10-Bit, 20-MSPS Analog-to-Digital Converter (ADC)	TQFP	48
ADC10D040	Dual-Channel, 10-Bit, 40-MSPS Analog-to-Digital Converter (ADC)	TQFP	48
ADC10D1000	10-Bit, Dual 1.0-GSPS or Single 2.0-GSPS Analog-to-Digital Converter (ADC)	PBGA	292
ADC10D1000QML-SP	Radiation-hardness-assured (RHA), 100-krad, ceramic, 10-bit, dual 1-GSPS or single 2-GSPS ADC	CCGA	376
ADC10D1500	10-Bit, Dual 1.5-GSPS or Single 3.0-GSPS Analog-to-Digital Converter (ADC)	PBGA	292
ADC10DL065	Dual-Channel, 10-Bit, 65-MSPS Analog-to-Digital Converter (ADC)	TQFP	64
ADC10DV200	Dual-Channel, 10-Bit, 200-MSPS Analog-to-Digital Converter (ADC)	WQFN	60
ADC1173	8-Bit 15MSPS Analog-to-Digital Converter (ADC)	TSSOP	24
ADC1175	8-Bit 20MSPS Analog-to-Digital Converter (ADC)	TSSOP	24
ADC1175-50	8-Bit 50MSPS Analog-to-Digital Converter (ADC)	TSSOP	24
ADC11C125	11-Bit, 125MSPS, 1.1GHz Input Bandwidth Analog-to-Digital Converter (ADC)	WQFN	48
ADC11DS105	Dual-Channel, 11-Bit, 105MSPS Analog-to-Digital Converter (ADC)	WQFN	60
ADC11DV200	Dual-Channel, 11-Bit, 200MSPS Analog-to-Digital Converter (ADC)	WQFN	60
ADC12010	12-Bit 10MSPS Analog-to-Digital Converter (ADC)	LQFP	32
ADC12020	12-Bit 20MSPS Analog-to-Digital Converter (ADC)	LQFP	32
ADC12040	12-Bit 40MSPS Analog-to-Digital Converter (ADC)	LQFP	32
ADC12081	12-Bit, 5 MHz Self-Calibrating, Pipelined A/D Converter with Internal Sample & Hold	LQFP	32
ADC12130	Self-calibrating 12-bit plus sign serial I/O A/D converter with 2-channel MUX and sample/hold	SOIC	16
ADC121C021	I2C-Compatible, 12-Bit Analog-to-Digital Converter with Alert Pin	SOT-23-THN,VSSOP	6,8
ADC121C021-Q1	Automotive I2C-Compatible, 12-Bit Analog-to-Digital Converter with Alert Pin	SOT-23-THN	6
ADC121C027	I2C-Compatible, 12-Bit Analog-to-Digital Converter with Alert Function	SOT-23-THN	6
ADC121S021	Single Channel, 50 to 200 ksps, 12-Bit A/D Converter	SOT-23,WSON	6
ADC121S051	Single Channel, 200 to 500 ksps, 12-Bit A/D Converter	SOT-23,WSON	6
ADC121S101	Single  Channel, 0.5 to 1 Msps, 12-Bit A/D Converter	SOT-23,WSON	6
ADC121S101-Q1	Automotive Single Channel, 0.5 to 1 Msps, 12-Bit A/D Converter	SOT-23	6
ADC122S021	2 Channel, 50 ksps to 200 ksps 12-Bit A/D Converter	VSSOP	8
ADC122S051	2 Channel, 200 ksps to 500 ksps 12-Bit A/D Converter	VSSOP	8
ADC122S051Q-Q1	2 Channel, 200 ksps to 500 ksps  12-Bit A/D Converter	VSSOP	8
ADC122S101	2 Channel, 500 ksps to 1 Msps 12-Bit A/D Converter	VSSOP	8
ADC122S625	Dual 12-Bit, 50 kSPS to 200 kSPS, Simultaneous Sampling A/D Converter	VSSOP	10
ADC122S655	Dual 12-Bit, 200 kSPS to 500 kSPS, Simultaneous Sampling A/D Converter	VSSOP	10
ADC122S706	Dual 12-Bit, 500 kSPS to 1 MSPS, Simultaneous Sampling A/D Converter	TSSOP	14
ADC124S021	4 Channel, 50 ksps to 200 kSPS, 12-Bit A/D Converter	VSSOP	10
ADC124S051	4 Channel, 200 ksps to 500 kSPS, 12-Bit A/D Converter	VSSOP	10
ADC124S101	4 Channel, 500 ksps to 1 Msps, 12-Bit A/D Converter	VSSOP	10
ADC128D818	12-Bit, 82SPS, 8-Ch Delta-Sigma ADC with Temp Sensor, INT / EXT Voltage Reference & I2C Interface	TSSOP	16
ADC128S022	8-Channel, 50 ksps to 200 ksps, 12-Bit A/D Converter	TSSOP	16
ADC128S052	12-Bit, 500-kSPS, 8-Ch SAR ADC with single-ended inputs and serial interface	TSSOP	16
ADC128S052-Q1	Automotive, 8-channel, 200 kSPS to 500 kSPS, 12-bit A/D converter	TSSOP	16
ADC128S102	Eight-channel, 50-kSPS to 1-MSPS, 12-bit analog-to-digital converter (ADC)	TSSOP	16
ADC128S102-SEP	Radiation-tolerant, eight-channel, 50-kSPS to 1-MSPS, 12-bit analog-to-digital converter (ADC)</p	TSSOP	16
ADC128S102QML-SP	Radiation-hardened, eight-channel, 50-kSPS to 1-MSPS, 12-bit analog-to-digital converter (ADC)	CFP,DIESALE	0,16
ADC12C080	12-Bit, 80-MSPS, 1.0-GHz Input Bandwidth Analog-to-Digital Converter (ADC)	WQFN	32
ADC12C105	12-Bit, 105-MSPS, 1.0-GHz Input Bandwidth Analog-to-Digital Converter (ADC)	WQFN	32
ADC12C170	12-Bit, 170-MSPS, 1.1-GHz Input Bandwidth Analog-to-Digital Converter (ADC)	WQFN	48
ADC12D040	Dual-Channel, 12-Bit, 40-MSPS Analog-to-Digital Converter (ADC)	TQFP	64
ADC12D1000	12-Bit, Dual 1.0-GSPS or Single 2.0-GSPS Analog-to-Digital Converter (ADC)	PBGA	292
ADC12D1000RF	12-Bit, Dual 1.0-GSPS or Single 2.0-GSPS, RF Sampling Analog-to-Digital Converter (ADC)	PBGA	292
ADC12D1600	12-bit, dual 1.6-GSPS or single 3.2-GSPS analog-to-digital converter (ADC)	PBGA	292
ADC12D1600QML-SP	Radiation-hardness-assured (RHA), 300-krad, ceramic, 12-bit, dual 1.6-GSPS or single 3.2-GSPS ADC	CCGA	376
ADC12D1600RF	12-bit, dual 1.6-GSPS or single 3.2-GSPS, RF-sampling analog-to-digital converter (ADC)	PBGA	292
ADC12D1620QML-SP	Radiation-hardness-assured (RHA), QMLV, 300-krad, 12-bit, dual 1.6-GSPS or single 3.2-GSPS ADC	CCGA,CLGA	256,376
ADC12D1800	12-bit, dual 1.8GSPS or single 3.6GSPS analog-to-digital converter (ADC)	PBGA	292
ADC12D1800RF	12-Bit, Dual 1.8GSPS or Single 3.6GSPS, RF-Sampling Analog-to-Digital Converter (ADC)	PBGA	292
ADC12D500RF	12-Bit, Dual 500-MSPS or Single 1.0-GSPS, RF Sampling Analog-to-Digital Converter (ADC)	PBGA	292
ADC12D800RF	12-Bit, Dual 800-MSPS or Single 1.6-GSPS, RF Sampling Analog-to-Digital Converter (ADC)	PBGA	292
ADC12DC105	Dual-Channel, 12-Bit, 105-MSPS, 1.0-GHz Input Bandwidth Analog-to-Digital Converter (ADC)	WQFN	60
ADC12DJ1600	Dual-channel, 12-bit, 1.6-GSPS ADC with JESD204C interface and integrated sample clock generator	FCCSP	144
ADC12DJ1600-Q1	Automotive, 2-ch, 12-bit, 1.6-GSPS ADC with JESD204C interface and integrated sample clock generator	FCCSP	144
ADC12DJ2700	12-bit, dual 2.7-GSPS or single 5.4-GSPS, RF-sampling analog-to-digital converter (ADC)	FCCSP	144
ADC12DJ3200	12-bit, dual 3.2-GSPS or single 6.4-GSPS, RF-sampling analog-to-digital converter (ADC)	FCCSP	144
ADC12DJ3200QML-SP	Radiation-hardness-assured (RHA), QMLV, 300-krad, 12-bit, dual 3.2-GSPS or single 6.4-GSPS ADC	CCGA-FC,CLGA-FC	196
ADC12DJ4000RF	RF-sampling 12-bit ADC with 4-GSPS dual channel or 8-GSPS single channel	FCCSP	144
ADC12DJ5200-EP	Enhanced-product 12-bit ADC with dual-channel 5.2 GSPS or single-channel 10.4 GSPS	FCCSP	144
ADC12DJ5200-SEP	Radiation-tolerant, 30-krad, 12-bit, dual 5.2-GSPS or single 10.4-GSPS ADC	FCCSP	144
ADC12DJ5200-SP	Radiation-hardness-assured (RHA), 300-krad, 12-bit, dual 5.2-GSPS or single 10.4-GSPS ADC	FCCSP	144
ADC12DJ5200RF	RF-sampling 12-bit ADC with dual-channel 5.2 GSPS or single-channel 10.4 GSPS	FCCSP	144
ADC12DJ5200SE	Singled-ended input RF-sampling 12-bit ADC with dual-channel 5.2 GSPS or single-channel 10.4 GSPS	FCCSP	144
ADC12DJ800	Dual-channel, 12-bit, 800-MSPS analog-to-digital converter (ADC) with JESD204C interface	FCCSP	144
ADC12DJ800-Q1	Automotive dual-channel, 12-bit, 800-MSPS analog-to-digital converter (ADC) with JESD204C interface	FCCSP	144
ADC12DL040	Dual-Channel, 12-Bit, 40-MSPS Analog-to-Digital Converter (ADC)	TQFP	64
ADC12DL065	Dual-Channel, 12-Bit, 65-MSPS Analog-to-Digital Converter (ADC)	TQFP	64
ADC12DL066	Dual-Channel, 12-Bit, 66-MSPS, 450-MHz Input Bandwidth Analog-to-Digital Converter (ADC)	TQFP	64
ADC12DL080	Dual-Channel, 12-Bit, 80-MSPS, 600-MHz Input Bandwidth Analog-to-Digital Converter (ADC)	TQFP	64
ADC12DL1500	12-bit, dual 1.5GSPS or single 3GSPS analog-to-digital converter (LVDS interface)	FCBGA	256
ADC12DL2500	12-bit, dual 2.5GSPS or single 5GSPS analog-to-digital converter (LVDS interface)	FCBGA	256
ADC12DL3200	12-bit, dual 3.2-GSPS or single 6.4-GSPS, RF-sampling analog-to-digital converter (LVDS interface)	FCBGA	256
ADC12DL500	12-bit, dual 500MSPS or single 1GSPS analog-to-digital converter (LVDS interface)	FCBGA	256
ADC12DS080	Dual-Channel, 12-Bit, 80-MSPS Analog-to-Digital Converter (ADC)	WQFN	60
ADC12DS105	Dual-Channel, 12-Bit, 105-MSPS Analog-to-Digital Converter (ADC)	WQFN	60
ADC12J1600	12-Bit, 1.6-GSPS, RF Sampling Analog-to-Digital Converter (ADC)	VQFNP	68
ADC12J2700	12-Bit, 2.7-GSPS, RF Sampling Analog-to-Digital Converter (ADC)	VQFNP	68
ADC12J4000	12-Bit, 4.0-GSPS, RF Sampling Analog-to-Digital Converter (ADC)	VQFNP	68
ADC12L063	12-Bit, 62-MSPS Analog-to-Digital Converter (ADC)	LQFP	32
ADC12L066	12-Bit, 66-MSPS, 450-MHz Input Bandwidth Analog-to-Digital Converter (ADC)	LQFP	32
ADC12L080	12-Bit, 80-MSPS, 450-MHz Input Bandwidth Analog-to-Digital Converter (ADC)	LQFP	32
ADC12QJ1600	Quad-channel, 12-bit, 1.6-GSPS ADC with JESD204C interface and integrated sample clock generator	FCCSP	144
ADC12QJ1600-EP	Enhanced-product, quad-channel, 12-bit, 1.6-GSPS ADC with JESD204C interface	FCCSP	144
ADC12QJ1600-Q1	Automotive, quad-channel, 12-bit, 1.6-GSPS ADC with JESD204C interface	FCCSP	144
ADC12QJ1600-SEP	Radiation-tolerant, 30-krad, 12-bit, quad 1.6-GSPS ADC with JESD204C interface	FCCSP	144
ADC12QJ1600-SP	Radiation-hardness-assured (RHA), 300-krad, 12-bit, quad-channel, 1.6-GSPS ADC	FCCSP	144
ADC12QJ800	Quad-channel, 12-bit, 800-MSPS analog-to-digital converter (ADC) with JESD204C interface	FCCSP	144
ADC12QJ800-Q1	Automotive quad-channel, 12-bit, 800-MSPS analog-to-digital converter (ADC) with JESD204C interface	FCCSP	144
ADC12QS065	Quad-Channel, 12-Bit, 65-MSPS Analog-to-Digital Converter (ADC)	WQFN	60
ADC12SJ1600	Single-channel, 12-bit, 1.6-GSPS ADC with JESD204C interface and integrated sample clock generator	FCCSP	144
ADC12SJ1600-Q1	Automotive, 1-channel, 12-bit, 1.6-GSPS ADC with JESD204C interface	FCCSP	144
ADC12SJ800	Single-channel, 12-bit, 800-MSPS analog-to-digital converter (ADC) with JESD204C interface	FCCSP	144
ADC12SJ800-Q1	Automotive single-channel, 12-bit, 800-MSPS ADC with JESD204C interface	FCCSP	144
ADC12V170	12-Bit, 170-MSPS, 1.1-GHz Input Bandwidth Analog-to-Digital Converter (ADC)	WQFN	48
ADC14155	14-Bit, 155-MSPS, 1.1-GHz Input Bandwidth Analog-to-Digital Converter (ADC)	WQFN	48
ADC14155QML-SP	Radiation-hardness-assured (RHA), QMLV, 100-krad, ceramic, 14-bit, single, 155-MSPS ADC	CFP	48
ADC141S626	14-Bit, 50kSPS to 250kSPS, Differential Input, Micro Power ADC	VSSOP	10
ADC141S628-Q1	Automotive 14-Bit 200kSPS Pseudo-Differential Micro-Power Analog-to-Digital Converter (ADC)	VSSOP	10
ADC14C080	14-Bit, 80-MSPS, 1.0-GHz Input Bandwidth Analog-to-Digital Converter (ADC)	WQFN	32
ADC14C105	14-Bit, 105-MSPS, 1.0-GHz Input Bandwidth Analog-to-Digital Converter (ADC)	WQFN	32
ADC14DC080	Dual-Channel, 14-Bit, 80-MSPS, 1.0-GHz Input Bandwidth Analog-to-Digital Converter (ADC)	WQFN	60
ADC14DS080	Dual-Channel, 14-Bit, 80-MSPS Analog-to-Digital Converter (ADC)	WQFN	60
ADC14L020	14-Bit, 20-MSPS Analog-to-Digital Converter (ADC)	LQFP	32
ADC14L040	14-Bit, 40-MSPS Analog-to-Digital Converter (ADC)	LQFP	32
ADC14X250	14-Bit, 250-MSPS Analog-to-Digital Converter (ADC)	VQFN	32
ADC161S626	16-Bit, 250-kSPS, 1-Ch SAR ADC with fully differential input	VSSOP	10
ADC168M102R-SEP	Radiation-tolerant, 8-channel, 1MSPS, 16-bit, simultaneous-sampling SAR ADC	VQFN	32
ADC16DV160	Dual-Channel, 16-Bit, 160-MSPS Analog-to-Digital Converter (ADC)	VQFNP	68
ADC16DX370	Dual-Channel, 16-Bit, 370-MSPS Analog-to-Digital Converter (ADC)	WQFN	56
ADC16V130	16-Bit, 130-MSPS Analog-to-Digital Converter (ADC)	WQFN	64
ADC31JB68	16-Bit, 500-MSPS Analog-to-Digital Converter (ADC)	WQFN	40
ADC31RF80	14-Bit, 3-GSPS, RF-Sampling Wideband Receiver and Feedback IC	VQFNP	72
ADC3221	Dual-Channel, 12-Bit, 25-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC3222	Dual-Channel, 12-Bit, 50-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC3223	Dual-Channel, 12-Bit, 80-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC3224	Dual-Channel, 12-Bit, 125-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC3241	Dual-Channel, 14-Bit, 25-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC3242	Dual-Channel, 14-Bit, 50-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC3243	Dual-Channel, 14-Bit, 80-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC3244	Dual-channel 14-bit 125-MSPS analog-to-digital converter (ADC)	VQFN	48
ADC3244E	Dual-channel 14-bit 125-MSPS analog-to-digital converter (ADC) with extended temperature range	VQFN	48
ADC32J22	Dual-Channel, 12-Bit, 50-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC32J23	Dual-Channel, 12-Bit, 80-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC32J24	Dual-Channel, 12-Bit, 125-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC32J25	Dual-Channel, 12-Bit, 160-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC32J42	Dual-Channel, 14-Bit, 50-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC32J43	Dual-Channel, 14-Bit, 80-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC32J44	Dual-Channel, 14-Bit, 125-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC32J45	Dual-Channel, 14-Bit, 160-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC32RF42	Dual-Channel, 14-Bit, 1.5-GSPS RF-Sampling Analog-to-Digital Converter (ADC)	VQFNP	72
ADC32RF44	Dual-Channel, 14-Bit, 2.6-GSPS RF-Sampling Analog-to-Digital Converter (ADC)	VQFNP	72
ADC32RF45	Dual-channel, 14-bit, 3-GSPS, RF-sampling analog-to-digital converter (ADC)	VQFNP	72
ADC32RF52	Dual channel 14-bit 1.5-GSPS ADC high SNR	VQFNP	64
ADC32RF54	Dual-channel 14-bit 2.6-GSPS RF-sampling ADC with low noise spectral density (NSD)	VQFNP	64
ADC32RF55	Dual-channel 14-bit 3-GSPS RF-sampling ADC with low noise spectral density (NSD)	VQFNP	64
ADC32RF80	Dual-channel, 14-bit, 3-GSPS, dual DDC/channel, RF-sampling wideband receiver and feedback IC	VQFN,VQFNP	72
ADC32RF82	Dual-channel, 14-bit, 2.45-GSPS, RF-sampling telecom receiver and feedback IC	VQFNP	72
ADC32RF83	Dual-channel, 14-bit, 3-GSPS, single DDC/channel, RF-sampling wideband receiver and feedback IC	VQFN,VQFNP	72
ADC3421	Quad-channel 12-bit 25-MSPS analog-to-digital converter (ADC)	VQFN	56
ADC3421-Q1	Automotive quad-channel 12-bit 25-MSPS analog-to-digital converter (ADC)	VQFNP	56
ADC3422	Quad-Channel, 12-Bit, 50-MSPS Analog-to-Digital Converter (ADC)	VQFN	56
ADC3423	Quad-Channel, 12-Bit, 80-MSPS Analog-to-Digital Converter (ADC)	VQFN	56
ADC3424	Quad-Channel, 12-Bit, 125-MSPS Analog-to-Digital Converter (ADC)	VQFN	56
ADC3441	Quad-Channel, 14-Bit, 25-MSPS Analog-to-Digital Converter (ADC)	VQFN	56
ADC3442	Quad-Channel, 14-Bit, 50-MSPS Analog-to-Digital Converter (ADC)	VQFN	56
ADC3443	Quad-Channel, 14-Bit, 80-MSPS Analog-to-Digital Converter (ADC)	VQFN	56
ADC3444	Quad-Channel, 14-Bit, 125-MSPS Analog-to-Digital Converter (ADC)	VQFN	56
ADC34J22	Quad-Channel, 12-Bit, 50-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC34J23	Quad-Channel, 12-Bit, 80-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
ADC34J24	Quad-Channel, 12-Bit, 125-MSPS Analog-to-Digital Converter (ADC)	VQFN	48
